,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.6972755594372501,2024-01-22 19:12:40.890885,2024-01-22 19:30:52.123845,0 days 00:18:11.232960,4,0.4,,,bert-base-uncased,mlp,1.0,0.007154536199006542,focal,8,SGD,COMPLETE
1,1,0.1644144144144144,2024-01-22 19:30:52.152305,2024-01-22 19:37:01.495710,0 days 00:06:09.343405,8,0.5,,,microsoft/deberta-base,mlp,,0.002731284100976037,cross_entropy,11,AdamW,COMPLETE
2,2,0.24328722538649308,2024-01-22 19:37:01.517964,2024-01-22 19:43:25.180272,0 days 00:06:23.662308,8,0.5,3.0,xlm-roberta-base,,cnn,4.0,0.008185387268930457,focal,8,AdamW,COMPLETE
3,3,0.7072322233363297,2024-01-22 19:43:25.204634,2024-01-22 19:58:51.429914,0 days 00:15:26.225280,8,0.2,,,bert-base-uncased,mlp,,0.0057406701508452545,cross_entropy,11,SGD,COMPLETE
4,4,0.24328722538649308,2024-01-22 19:58:51.462343,2024-01-22 20:05:22.100444,0 days 00:06:30.638101,4,0.5,2.0,vinai/bertweet-base,,cnn,1.0,0.009740233364700104,focal,4,Adam,COMPLETE
5,5,0.5178955614610925,2024-01-22 20:05:22.144399,2024-01-22 20:09:51.331888,0 days 00:04:29.187489,8,0.1,3.0,bert-base-uncased,,cnn,2.0,0.002956828072998525,focal,3,RMSprop,COMPLETE
6,6,0.24328722538649308,2024-01-22 20:09:51.352708,2024-01-22 20:19:19.819701,0 days 00:09:28.466993,4,0.30000000000000004,4.0,xlm-roberta-base,,cnn,,0.0023157240858466014,cross_entropy,10,AdamW,COMPLETE
7,7,0.6172677565307457,2024-01-22 20:19:19.853991,2024-01-22 20:25:30.569230,0 days 00:06:10.715239,8,0.2,2.0,vinai/bertweet-base,,cnn,,0.002294941688667378,cross_entropy,12,SGD,PRUNED
8,8,0.24328722538649308,2024-01-22 20:25:30.612558,2024-01-22 20:31:47.675640,0 days 00:06:17.063082,8,0.2,,,microsoft/deberta-base,mlp,,0.003231681672663464,cross_entropy,15,AdamW,COMPLETE
9,9,0.24328722538649308,2024-01-22 20:31:47.699575,2024-01-22 20:37:48.574103,0 days 00:06:00.874528,8,0.5,1.0,xlm-roberta-base,,cnn,4.0,0.00948844711984229,focal,3,Adam,COMPLETE
